geo,ACS_INET_pct,MIS_USE_pct,MAC_PFRM_pct,MAC_ROB_pct,MAC_LSM_pct,avg_ha,avg_eur_th,lsu_per_farm,n_farms,hh_internet
HU32,78.8399570354458,7.49731471535983,7.66917293233083,1.89044038668099,12.438238453276,24.1477980665951,40.8652792696026,11.2085929108485,46550,91.17
HU33,75.9241524612143,6.95269105535338,7.6039072974526,2.12602949626508,13.4073932196897,24.4144799846773,37.8767299367937,8.98506033326949,52210,91.74
LU00,87.9781420765027,39.344262295082,66.120218579235,23.4972677595628,46.448087431694,72.6830601092896,215.061896174863,86.0819672131148,1830,99.07
LV00,90.7785068274517,7.23532541230715,5.86983507714134,3.12112076609328,4.48661110125909,34.9253413725838,31.5423454513212,7.89306614647987,56390,94.08
MT00,18.4210526315789,8.1453634085213,15.6641604010025,1.2531328320802,3.50877192982456,1.11278195488722,12.86864160401,3.6390977443609,7980,97.77
NL11,60.4938271604938,60.9053497942387,25.5144032921811,43.6213991769547,34.9794238683128,65.5349794238683,524.718407407407,102.621399176955,2430,99.47
NL12,70.3703703703704,70.6172839506173,10.6172839506173,37.5308641975309,52.8395061728395,55.5086419753086,471.14964691358,129.417283950617,4050,99.64
NL13,59.3984962406015,59.3984962406015,18.796992481203,38.3458646616541,39.4736842105263,55.3796992481203,539.951308270677,103.605263157895,2660,100
NL21,60.3421461897356,60.6531881804044,7.93157076205288,34.3701399688958,50.0777604976672,30.4510108864697,365.716914463453,132.598755832037,6430,99.67
NL22,52.989449003517,53.2239155920281,8.79249706916764,31.3012895662368,41.7350527549824,26.3001172332943,416.693683470105,132.083235638921,8530,99.21
NL23,69.5652173913043,69.5652173913043,39.7515527950311,47.8260869565217,20.4968944099379,55.2049689440994,885.574049689441,65.3478260869565,1610,98.98
NL32,54.4072948328268,55.3191489361702,20.3647416413374,30.6990881458967,22.7963525835866,38.0729483282675,616.283978723404,45.9908814589666,3290,99.24
NL34,47.037037037037,47.4074074074074,25.1851851851852,35.5555555555556,11.1111111111111,44.3444444444444,383.462859259259,29.9888888888889,2700,98.95
NL35,62.1145374449339,62.5550660792952,10.1321585903084,29.9559471365639,44.0528634361233,31.3215859030837,329.28813215859,102.718061674009,2270,99.64
NL36,55.2941176470588,56,17.4117647058824,22.5882352941176,19.0588235294118,27.4094117647059,1019.79474352941,38.3670588235294,4250,99.19
NL41,52.5842696629214,52.8089887640449,14.2696629213483,36.5168539325843,38.6516853932584,26.5348314606742,592.390546067416,182.733707865169,8900,99.55
NL42,46.242774566474,46.5317919075145,13.2947976878613,32.0809248554913,28.3236994219653,28.0317919075144,629.177679190751,171.031791907514,3460,98.01
NO02,100,100,50.0756429652042,23.2980332829047,28.2904689863843,30.5915279878971,113.472263237519,35.2511346444781,6610,98.75
NO06,100,100,48.2824427480916,29.1984732824427,29.5801526717557,31.2232824427481,132.881305343511,45.5629770992366,5240,99.63
NO07,100,100,47.5,20.7142857142857,30,31.2785714285714,90.8121392857143,35.7642857142857,2800,98.81
NO08,100,100,53.6256323777403,28.4991568296796,15.5143338954469,34.3676222596965,115.070647554806,21.9359190556492,5930,99.01
NO09,100,100,45.2830188679245,18.1603773584906,20.5188679245283,22.2358490566038,107.726521226415,22.9433962264151,4240,100
NO0A,100,100,42.6065162907268,17.0426065162907,32.3308270676692,19.1152882205514,96.9079381787803,35.7167919799499,11970,98.55
PT11,2.22422602945597,2.58491133152991,11.8525197875964,0.17032361486825,1.43272217212704,6.20198376916141,13.6780487927061,2.95070634204989,99810,88.84
PT15,2.77296360485269,1.03986135181976,4.50606585788562,0.0866551126516465,0.0866551126516465,8.26083188908146,47.396773830156,1.31802426343154,11540,92.1
PT19,1.33352872215709,1.1137162954279,4.80656506447831,0.102579132473623,1.8757327080891,7.31271981242673,16.4432712485346,7.30905627198124,68240,88.28
PT1A,4.0650406504065,2.03252032520325,8.94308943089431,0.203252032520325,2.03252032520325,11.630081300813,52.8011382113821,9.06910569105691,2460,95.42
PT1B,3.08219178082192,1.02739726027397,11.6438356164384,0.342465753424658,2.05479452054795,17.7876712328767,70.7148047945205,16.9760273972603,2920,94.85
PT1C,4.7875927174646,3.84356035064059,17.565745111261,0.944032366824005,3.16925151719488,71.1645313553608,95.3947016183412,20.9406608226568,29660,87.94
PT1D,4.44706808343172,2.28256591892956,9.32703659976387,1.25934671389217,2.40062967335695,13.0342384887839,50.5828331365604,19.1487603305785,25410,90.57
PT20,1.72786177105832,2.37580993520518,6.0475161987041,0.0539956803455724,5.61555075593953,13.0226781857451,76.5322721382289,23.2300215982721,9260,94.58
RO11,38.0055707741534,0.220989387905435,0.359107755346332,2.1661563960314,2.83372850532907,4.02605833199052,4.84239257843972,1.67979558481619,434410,94.49
RO12,21.5713017000761,0.561405734585131,0.580436437452423,2.87046434914996,3.78076630296879,5.12151103780766,5.71210514463334,2.47012179649835,315280,97.41
RO21,14.9371761438683,0.259084905340874,0.475835675822129,1.0803671216175,1.24123683408406,3.0781657466048,3.92468842076743,1.26560436210926,590540,96.03
RO22,18.3622057039779,0.286131931701552,0.799303330948901,0.873946443566697,0.957919945261717,6.77022361832488,7.61389876527851,1.66668740086462,321530,93.37
RO31,18.3989820116837,0.183160776601693,0.402953708523724,0.562978387028361,1.58482271964833,4.29105211406096,5.03455355042705,0.974723812828966,518670,94.66
RO32,20.7815275310835,0.177619893428064,0.414446417998816,0.118413262285376,0.414446417998816,4.1740674955595,4.54540082889284,0.496151568975725,16890,96.68
RO41,7.60104218255421,0.867767705260438,1.20152451497599,1.16491892939429,5.13770159987942,3.0987920156758,3.74662294093581,0.880062875476411,464410,95.3
RO42,30.3582270795386,0.339000202388181,0.62234365513054,1.34588140052621,1.41165755919854,7.37092693786683,8.38408156243675,2.52373001416717,197640,96.02
SE11,86.5921787709497,22.3463687150838,10.6145251396648,8.93854748603352,27.9329608938547,46.5530726256983,69.2113910614525,10.4581005586592,1790,96.08
SE12,87.0165745856354,29.5580110497238,17.0349907918969,13.9963167587477,24.4014732965009,68.9705340699816,119.274428176796,30.2734806629834,10860,93.98
