geo,agr_inp,unit,value
DED5,MAC_ROB,EUR,203927880
DEE0,MAC_ROB,EUR,1058493430
DEF0,MAC_ROB,EUR,1350441680
DEG0,MAC_ROB,EUR,802797510
DK,MAC_ROB,EUR,5835958380
DK01,MAC_ROB,EUR,135775730
DK02,MAC_ROB,EUR,746862000
DK03,MAC_ROB,EUR,1995993760
DK04,MAC_ROB,EUR,1752248720
DK05,MAC_ROB,EUR,1205078170
EE,MAC_ROB,EUR,517666510
EE00,MAC_ROB,EUR,517666510
FI,MAC_ROB,EUR,1861277840
FI19,MAC_ROB,EUR,706575020
FI1B,MAC_ROB,EUR,78847690
FI1C,MAC_ROB,EUR,411028000
FI1D,MAC_ROB,EUR,655896130
FI20,MAC_ROB,EUR,8931000
FR,MAC_ROB,EUR,29204155970
FR10,MAC_ROB,EUR,602684950
FRB0,MAC_ROB,EUR,2148054210
FRC1,MAC_ROB,EUR,995270330
FRC2,MAC_ROB,EUR,788596690
FRD1,MAC_ROB,EUR,1833759390
FRD2,MAC_ROB,EUR,1081971820
FRE1,MAC_ROB,EUR,1830815150
FRE2,MAC_ROB,EUR,1907374630
FRF1,MAC_ROB,EUR,448681800
FRF2,MAC_ROB,EUR,1624827910
FRF3,MAC_ROB,EUR,1077074570
FRG0,MAC_ROB,EUR,3763528850
FRH0,MAC_ROB,EUR,3963375990
FRI1,MAC_ROB,EUR,1500612350
FRI2,MAC_ROB,EUR,249095270
FRI3,MAC_ROB,EUR,1612597000
FRJ1,MAC_ROB,EUR,256250280
FRJ2,MAC_ROB,EUR,1233360760
FRK1,MAC_ROB,EUR,728820730
FRK2,MAC_ROB,EUR,1092950440
FRL0,MAC_ROB,EUR,404568130
FRM0,MAC_ROB,EUR,15449710
FRY1,MAC_ROB,EUR,9548730
FRY2,MAC_ROB,EUR,12443850
FRY3,MAC_ROB,EUR,3348610
FRY4,MAC_ROB,EUR,19093810
HR,MAC_ROB,EUR,407673270
HR02,MAC_ROB,EUR,279906480
HR03,MAC_ROB,EUR,14511690
HR05,MAC_ROB,EUR,3436750
HR06,MAC_ROB,EUR,109818360
HU,MAC_ROB,EUR,1587018210
HU11,MAC_ROB,EUR,
HU12,MAC_ROB,EUR,
HU21,MAC_ROB,EUR,227868970
HU22,MAC_ROB,EUR,206252080
HU23,MAC_ROB,EUR,311787670
HU31,MAC_ROB,EUR,110352380
HU32,MAC_ROB,EUR,304712350
HU33,MAC_ROB,EUR,357102480
IE,MAC_ROB,EUR,3123442810
IE04,MAC_ROB,EUR,240721920
IE05,MAC_ROB,EUR,1895665040
IE06,MAC_ROB,EUR,987055850
LU,MAC_ROB,EUR,202710040
LU00,MAC_ROB,EUR,202710040
LV,MAC_ROB,EUR,831175380
LV00,MAC_ROB,EUR,831175380
MT,MAC_ROB,EUR,23648660
MT00,MAC_ROB,EUR,23648660
NL,MAC_ROB,EUR,14843418050
NL11,MAC_ROB,EUR,849137000
NL12,MAC_ROB,EUR,1074854970
NL13,MAC_ROB,EUR,891086050
NL21,MAC_ROB,EUR,1486542270
NL22,MAC_ROB,EUR,1903118140
NL23,MAC_ROB,EUR,
NL32,MAC_ROB,EUR,956586240
NL34,MAC_ROB,EUR,582467770
NL35,MAC_ROB,EUR,
NL36,MAC_ROB,EUR,1290645170
NL41,MAC_ROB,EUR,3361517130
NL42,MAC_ROB,EUR,1321110070
NO,MAC_ROB,EUR,2101801390
NO02,MAC_ROB,EUR,440183520
NO06,MAC_ROB,EUR,411758390
NO07,MAC_ROB,EUR,130189240
NO08,MAC_ROB,EUR,339888870
NO09,MAC_ROB,EUR,219356600
NO0A,MAC_ROB,EUR,560424780
PT,MAC_ROB,EUR,395927520
PT11,MAC_ROB,EUR,72022340
PT15,MAC_ROB,EUR,611100
PT19,MAC_ROB,EUR,44743070
PT1A,MAC_ROB,EUR,1716150
PT1B,MAC_ROB,EUR,17222850
PT1C,MAC_ROB,EUR,116983200
PT1D,MAC_ROB,EUR,140212410
PT20,MAC_ROB,EUR,2416410
RO,MAC_ROB,EUR,1747821730
RO11,MAC_ROB,EUR,328884320
RO12,MAC_ROB,EUR,373785730
RO21,MAC_ROB,EUR,309182970
RO22,MAC_ROB,EUR,201689660
RO31,MAC_ROB,EUR,276245770
RO32,MAC_ROB,EUR,6664410
RO41,MAC_ROB,EUR,106996800
RO42,MAC_ROB,EUR,144372080
SE,MAC_ROB,EUR,3691599220
SE11,MAC_ROB,EUR,46833610
SE12,MAC_ROB,EUR,792152930
SE21,MAC_ROB,EUR,785374320
SE22,MAC_ROB,EUR,804315180
SE23,MAC_ROB,EUR,894318150
SE31,MAC_ROB,EUR,166321390
SE32,MAC_ROB,EUR,86524780
SE33,MAC_ROB,EUR,115758870
SK,MAC_ROB,EUR,430359730
SK01,MAC_ROB,EUR,
SK02,MAC_ROB,EUR,269344220
SK03,MAC_ROB,EUR,
SK04,MAC_ROB,EUR,69392120
AT,MAC_ROB,HA,194970
AT11,MAC_ROB,HA,4770
AT12,MAC_ROB,HA,52170
AT13,MAC_ROB,HA,220
AT21,MAC_ROB,HA,10520
AT22,MAC_ROB,HA,29420
AT31,MAC_ROB,HA,67050
AT32,MAC_ROB,HA,15980
AT33,MAC_ROB,HA,9520
AT34,MAC_ROB,HA,5320
BE,MAC_ROB,HA,375200
BE10,MAC_ROB,HA,
BE21,MAC_ROB,HA,34060
BE22,MAC_ROB,HA,22750
BE23,MAC_ROB,HA,47750
BE24,MAC_ROB,HA,24600
BE25,MAC_ROB,HA,83310
BE31,MAC_ROB,HA,15760
BE32,MAC_ROB,HA,50180
BE33,MAC_ROB,HA,45540
BE34,MAC_ROB,HA,17900
BE35,MAC_ROB,HA,33190
CY,MAC_ROB,HA,3800
CY00,MAC_ROB,HA,3800
CZ,MAC_ROB,HA,733550
CZ01,MAC_ROB,HA,1060
CZ02,MAC_ROB,HA,113650
CZ03,MAC_ROB,HA,167490
CZ04,MAC_ROB,HA,35560
CZ05,MAC_ROB,HA,123980
CZ06,MAC_ROB,HA,195790
CZ07,MAC_ROB,HA,59610
CZ08,MAC_ROB,HA,36410
DE,MAC_ROB,HA,5461320
DE11,MAC_ROB,HA,145710
DE12,MAC_ROB,HA,46800
DE13,MAC_ROB,HA,64000
DE14,MAC_ROB,HA,151540
DE21,MAC_ROB,HA,219270
DE22,MAC_ROB,HA,172500
DE23,MAC_ROB,HA,123520
DE24,MAC_ROB,HA,100320
DE25,MAC_ROB,HA,112310
DE26,MAC_ROB,HA,87000
DE27,MAC_ROB,HA,153580
DE30,MAC_ROB,HA,
DE40,MAC_ROB,HA,344640
DE50,MAC_ROB,HA,
DE60,MAC_ROB,HA,
DE71,MAC_ROB,HA,50680
DE72,MAC_ROB,HA,43150
DE73,MAC_ROB,HA,99530
DE80,MAC_ROB,HA,305550
DE91,MAC_ROB,HA,112030
DE92,MAC_ROB,HA,191350
DE93,MAC_ROB,HA,343110
DE94,MAC_ROB,HA,552140
DEA1,MAC_ROB,HA,88670
DEA2,MAC_ROB,HA,80060
DEA3,MAC_ROB,HA,222230
DEA4,MAC_ROB,HA,136820
DEA5,MAC_ROB,HA,90410
DEB1,MAC_ROB,HA,57220
DEB2,MAC_ROB,HA,50920
DEB3,MAC_ROB,HA,47980
DEC0,MAC_ROB,HA,12520
DED2,MAC_ROB,HA,116790
DED4,MAC_ROB,HA,112060
DED5,MAC_ROB,HA,63510
DEE0,MAC_ROB,HA,312080
DEF0,MAC_ROB,HA,354240
DEG0,MAC_ROB,HA,291980
DK,MAC_ROB,HA,1466660
DK01,MAC_ROB,HA,51790
DK02,MAC_ROB,HA,306600
DK03,MAC_ROB,HA,441080
DK04,MAC_ROB,HA,412640
DK05,MAC_ROB,HA,254540
EE,MAC_ROB,HA,322140
EE00,MAC_ROB,HA,322140
FI,MAC_ROB,HA,867990
FI19,MAC_ROB,HA,300330
FI1B,MAC_ROB,HA,62510
FI1C,MAC_ROB,HA,215890
FI1D,MAC_ROB,HA,285140
FI20,MAC_ROB,HA,4120
FR,MAC_ROB,HA,12241980
FR10,MAC_ROB,HA,318750
FRB0,MAC_ROB,HA,1280550
FRC1,MAC_ROB,HA,676770
FRC2,MAC_ROB,HA,395630
FRD1,MAC_ROB,HA,623730
FRD2,MAC_ROB,HA,405560
FRE1,MAC_ROB,HA,489340
FRE2,MAC_ROB,HA,812770
FRF1,MAC_ROB,HA,148310
FRF2,MAC_ROB,HA,836060
FRF3,MAC_ROB,HA,652320
FRG0,MAC_ROB,HA,1228190
FRH0,MAC_ROB,HA,872930
FRI1,MAC_ROB,HA,477580
FRI2,MAC_ROB,HA,186960
FRI3,MAC_ROB,HA,776210
FRJ1,MAC_ROB,HA,123140
FRJ2,MAC_ROB,HA,798720
FRK1,MAC_ROB,HA,502500
FRK2,MAC_ROB,HA,477290
FRL0,MAC_ROB,HA,148430
FRM0,MAC_ROB,HA,6510
FRY1,MAC_ROB,HA,540
FRY2,MAC_ROB,HA,1450
FRY3,MAC_ROB,HA,560
FRY4,MAC_ROB,HA,1190
HR,MAC_ROB,HA,105660
HR02,MAC_ROB,HA,74270
HR03,MAC_ROB,HA,12510
HR05,MAC_ROB,HA,590
HR06,MAC_ROB,HA,18280
HU,MAC_ROB,HA,812890
HU11,MAC_ROB,HA,
HU12,MAC_ROB,HA,
HU21,MAC_ROB,HA,105600
HU22,MAC_ROB,HA,103530
HU23,MAC_ROB,HA,157920
HU31,MAC_ROB,HA,84460
HU32,MAC_ROB,HA,142130
HU33,MAC_ROB,HA,184860
IE,MAC_ROB,HA,1015120
IE04,MAC_ROB,HA,84880
IE05,MAC_ROB,HA,605180
IE06,MAC_ROB,HA,325070
LU,MAC_ROB,HA,55880
LU00,MAC_ROB,HA,55880
LV,MAC_ROB,HA,707960
LV00,MAC_ROB,HA,707960
MT,MAC_ROB,HA,170
MT00,MAC_ROB,HA,170
NL,MAC_ROB,HA,925700
NL11,MAC_ROB,HA,97920
NL12,MAC_ROB,HA,113810
NL13,MAC_ROB,HA,84670
NL21,MAC_ROB,HA,96500
NL22,MAC_ROB,HA,102180
NL23,MAC_ROB,HA,52200
NL32,MAC_ROB,HA,63150
NL34,MAC_ROB,HA,65230
NL35,MAC_ROB,HA,30930
NL36,MAC_ROB,HA,52250
NL41,MAC_ROB,HA,121630
NL42,MAC_ROB,HA,45220
NO,MAC_ROB,HA,411080
NO02,MAC_ROB,HA,89670
NO06,MAC_ROB,HA,76550
NO07,MAC_ROB,HA,32580
NO08,MAC_ROB,HA,98540
NO09,MAC_ROB,HA,38510
NO0A,MAC_ROB,HA,75240
PT,MAC_ROB,HA,133840
PT11,MAC_ROB,HA,5880
PT15,MAC_ROB,HA,100
PT19,MAC_ROB,HA,5270
PT1A,MAC_ROB,HA,620
PT1B,MAC_ROB,HA,2210
PT1C,MAC_ROB,HA,59680
PT1D,MAC_ROB,HA,59830
PT20,MAC_ROB,HA,250
RO,MAC_ROB,HA,1304270
RO11,MAC_ROB,HA,210910
RO12,MAC_ROB,HA,231650
RO21,MAC_ROB,HA,229740
RO22,MAC_ROB,HA,175510
RO31,MAC_ROB,HA,242590
RO32,MAC_ROB,HA,6020
RO41,MAC_ROB,HA,95040
RO42,MAC_ROB,HA,112810
SE,MAC_ROB,HA,1249230
SE11,MAC_ROB,HA,28890
SE12,MAC_ROB,HA,303120
SE21,MAC_ROB,HA,234990
SE22,MAC_ROB,HA,232800
SE23,MAC_ROB,HA,289350
SE31,MAC_ROB,HA,79840
SE32,MAC_ROB,HA,36610
SE33,MAC_ROB,HA,43630
SK,MAC_ROB,HA,207560
SK01,MAC_ROB,HA,
SK02,MAC_ROB,HA,126600
SK03,MAC_ROB,HA,
SK04,MAC_ROB,HA,49780
AT,MAC_ROB,HLD,3850
AT11,MAC_ROB,HLD,40
AT12,MAC_ROB,HLD,850
AT13,MAC_ROB,HLD,30
AT21,MAC_ROB,HLD,200
AT22,MAC_ROB,HLD,710
AT31,MAC_ROB,HLD,1390
AT32,MAC_ROB,HLD,340
AT33,MAC_ROB,HLD,190
AT34,MAC_ROB,HLD,90
BE,MAC_ROB,HLD,7050
BE10,MAC_ROB,HLD,5
BE21,MAC_ROB,HLD,900
BE22,MAC_ROB,HLD,520
BE23,MAC_ROB,HLD,1100
BE24,MAC_ROB,HLD,390
BE25,MAC_ROB,HLD,2320
BE31,MAC_ROB,HLD,180
BE32,MAC_ROB,HLD,590
BE33,MAC_ROB,HLD,570
BE34,MAC_ROB,HLD,160
BE35,MAC_ROB,HLD,310
CY,MAC_ROB,HLD,120
CY00,MAC_ROB,HLD,120
CZ,MAC_ROB,HLD,1130
CZ01,MAC_ROB,HLD,5
CZ02,MAC_ROB,HLD,170
CZ03,MAC_ROB,HLD,290
CZ04,MAC_ROB,HLD,80
CZ05,MAC_ROB,HLD,180
CZ06,MAC_ROB,HLD,270
CZ07,MAC_ROB,HLD,60
CZ08,MAC_ROB,HLD,60
DE,MAC_ROB,HLD,46630
DE11,MAC_ROB,HLD,1690
DE12,MAC_ROB,HLD,400
DE13,MAC_ROB,HLD,700
DE14,MAC_ROB,HLD,1690
DE21,MAC_ROB,HLD,3750
DE22,MAC_ROB,HLD,2550
DE23,MAC_ROB,HLD,1690
DE24,MAC_ROB,HLD,940
DE25,MAC_ROB,HLD,1300
DE26,MAC_ROB,HLD,840
DE27,MAC_ROB,HLD,2410
DE30,MAC_ROB,HLD,5
DE40,MAC_ROB,HLD,600
DE50,MAC_ROB,HLD,20
DE60,MAC_ROB,HLD,20
DE71,MAC_ROB,HLD,460
DE72,MAC_ROB,HLD,320
DE73,MAC_ROB,HLD,840
DE80,MAC_ROB,HLD,670
DE91,MAC_ROB,HLD,720
DE92,MAC_ROB,HLD,1440
DE93,MAC_ROB,HLD,2460
DE94,MAC_ROB,HLD,6380
DEA1,MAC_ROB,HLD,1240
DEA2,MAC_ROB,HLD,760
DEA3,MAC_ROB,HLD,4420
DEA4,MAC_ROB,HLD,1870
DEA5,MAC_ROB,HLD,1170
DEB1,MAC_ROB,HLD,420
DEB2,MAC_ROB,HLD,390
DEB3,MAC_ROB,HLD,390
DEC0,MAC_ROB,HLD,80
DED2,MAC_ROB,HLD,200
DED4,MAC_ROB,HLD,250
DED5,MAC_ROB,HLD,140
DEE0,MAC_ROB,HLD,620
DEF0,MAC_ROB,HLD,2370
DEG0,MAC_ROB,HLD,410
DK,MAC_ROB,HLD,6570
DK01,MAC_ROB,HLD,350
DK02,MAC_ROB,HLD,1210
DK03,MAC_ROB,HLD,1920
DK04,MAC_ROB,HLD,1910
DK05,MAC_ROB,HLD,1170
EE,MAC_ROB,HLD,860
EE00,MAC_ROB,HLD,860
FI,MAC_ROB,HLD,8090
FI19,MAC_ROB,HLD,3110
FI1B,MAC_ROB,HLD,480
FI1C,MAC_ROB,HLD,1900
FI1D,MAC_ROB,HLD,2540
FI20,MAC_ROB,HLD,50
FR,MAC_ROB,HLD,80810
FR10,MAC_ROB,HLD,1700
FRB0,MAC_ROB,HLD,6740
FRC1,MAC_ROB,HLD,3230
FRC2,MAC_ROB,HLD,2530
FRD1,MAC_ROB,HLD,4290
FRD2,MAC_ROB,HLD,2490
FRE1,MAC_ROB,HLD,4260
FRE2,MAC_ROB,HLD,4620
FRF1,MAC_ROB,HLD,1460
FRF2,MAC_ROB,HLD,4290
FRF3,MAC_ROB,HLD,3020
FRG0,MAC_ROB,HLD,8710
FRH0,MAC_ROB,HLD,8140
FRI1,MAC_ROB,HLD,4180
FRI2,MAC_ROB,HLD,1040
FRI3,MAC_ROB,HLD,5010
FRJ1,MAC_ROB,HLD,770
FRJ2,MAC_ROB,HLD,5930
FRK1,MAC_ROB,HLD,3430
FRK2,MAC_ROB,HLD,4050
FRL0,MAC_ROB,HLD,700
FRM0,MAC_ROB,HLD,60
FRY1,MAC_ROB,HLD,20
FRY2,MAC_ROB,HLD,50
FRY3,MAC_ROB,HLD,20
FRY4,MAC_ROB,HLD,70
HR,MAC_ROB,HLD,2370
HR02,MAC_ROB,HLD,1000
HR03,MAC_ROB,HLD,510
HR05,MAC_ROB,HLD,20
HR06,MAC_ROB,HLD,830
HU,MAC_ROB,HLD,4170
HU11,MAC_ROB,HLD,5
HU12,MAC_ROB,HLD,180
HU21,MAC_ROB,HLD,410
HU22,MAC_ROB,HLD,500
HU23,MAC_ROB,HLD,720
HU31,MAC_ROB,HLD,350
HU32,MAC_ROB,HLD,880
HU33,MAC_ROB,HLD,1110
IE,MAC_ROB,HLD,10240
IE04,MAC_ROB,HLD,1380
IE05,MAC_ROB,HLD,5810
IE06,MAC_ROB,HLD,3050
LU,MAC_ROB,HLD,430
LU00,MAC_ROB,HLD,430
LV,MAC_ROB,HLD,1760
LV00,MAC_ROB,HLD,1760
MT,MAC_ROB,HLD,100
MT00,MAC_ROB,HLD,100
NL,MAC_ROB,HLD,17230
NL11,MAC_ROB,HLD,1060
NL12,MAC_ROB,HLD,1520
NL13,MAC_ROB,HLD,1020
NL21,MAC_ROB,HLD,2210
NL22,MAC_ROB,HLD,2670
NL23,MAC_ROB,HLD,770
NL32,MAC_ROB,HLD,1010
NL34,MAC_ROB,HLD,960
NL35,MAC_ROB,HLD,680
NL36,MAC_ROB,HLD,960
NL41,MAC_ROB,HLD,3250
NL42,MAC_ROB,HLD,1110
NO,MAC_ROB,HLD,8140
NO02,MAC_ROB,HLD,1540
NO06,MAC_ROB,HLD,1530
NO07,MAC_ROB,HLD,580
NO08,MAC_ROB,HLD,1690
NO09,MAC_ROB,HLD,770
NO0A,MAC_ROB,HLD,2040
PT,MAC_ROB,HLD,860
PT11,MAC_ROB,HLD,170
PT15,MAC_ROB,HLD,10
PT19,MAC_ROB,HLD,70
PT1A,MAC_ROB,HLD,5
PT1B,MAC_ROB,HLD,10
PT1C,MAC_ROB,HLD,280
PT1D,MAC_ROB,HLD,320
PT20,MAC_ROB,HLD,5
RO,MAC_ROB,HLD,38650
RO11,MAC_ROB,HLD,9410
RO12,MAC_ROB,HLD,9050
RO21,MAC_ROB,HLD,6380
RO22,MAC_ROB,HLD,2810
RO31,MAC_ROB,HLD,2920
RO32,MAC_ROB,HLD,20
RO41,MAC_ROB,HLD,5410
RO42,MAC_ROB,HLD,2660
SE,MAC_ROB,HLD,6850
SE11,MAC_ROB,HLD,160
SE12,MAC_ROB,HLD,1520
SE21,MAC_ROB,HLD,1290
SE22,MAC_ROB,HLD,1240
SE23,MAC_ROB,HLD,1730
SE31,MAC_ROB,HLD,410
SE32,MAC_ROB,HLD,250
SE33,MAC_ROB,HLD,250
SK,MAC_ROB,HLD,230
SK01,MAC_ROB,HLD,10
SK02,MAC_ROB,HLD,120
SK03,MAC_ROB,HLD,40
SK04,MAC_ROB,HLD,60
AT,MAC_ROB,LSU,303640
AT11,MAC_ROB,LSU,3560
AT12,MAC_ROB,LSU,64760
AT13,MAC_ROB,LSU,
AT21,MAC_ROB,LSU,15980
AT22,MAC_ROB,LSU,60280
AT31,MAC_ROB,LSU,123140
AT32,MAC_ROB,LSU,20360
AT33,MAC_ROB,LSU,9420
AT34,MAC_ROB,LSU,6150
BE,MAC_ROB,LSU,1999560
BE10,MAC_ROB,LSU,0
BE21,MAC_ROB,LSU,408710
BE22,MAC_ROB,LSU,130000
BE23,MAC_ROB,LSU,291570
BE24,MAC_ROB,LSU,64220
BE25,MAC_ROB,LSU,823790
BE31,MAC_ROB,LSU,13680
BE32,MAC_ROB,LSU,81410
BE33,MAC_ROB,LSU,85150
BE34,MAC_ROB,LSU,37150
BE35,MAC_ROB,LSU,63880
CY,MAC_ROB,LSU,17530
CY00,MAC_ROB,LSU,17530
CZ,MAC_ROB,LSU,781800
CZ01,MAC_ROB,LSU,
CZ02,MAC_ROB,LSU,188190
CZ03,MAC_ROB,LSU,135790
CZ04,MAC_ROB,LSU,35330
CZ05,MAC_ROB,LSU,153660
CZ06,MAC_ROB,LSU,195700
CZ07,MAC_ROB,LSU,40420
CZ08,MAC_ROB,LSU,29530
DE,MAC_ROB,LSU,9843810
DE11,MAC_ROB,LSU,263340
DE12,MAC_ROB,LSU,35000
DE13,MAC_ROB,LSU,70900
DE14,MAC_ROB,LSU,261170
DE21,MAC_ROB,LSU,341460
DE22,MAC_ROB,LSU,360930
DE23,MAC_ROB,LSU,192520
DE24,MAC_ROB,LSU,104850
DE25,MAC_ROB,LSU,178560
DE26,MAC_ROB,LSU,78860
DE27,MAC_ROB,LSU,274070
DE30,MAC_ROB,LSU,
DE40,MAC_ROB,LSU,280800
DE50,MAC_ROB,LSU,3420
DE60,MAC_ROB,LSU,1530
DE71,MAC_ROB,LSU,43830
DE72,MAC_ROB,LSU,40300
DE73,MAC_ROB,LSU,121360
DE80,MAC_ROB,LSU,300940
DE91,MAC_ROB,LSU,43370
DE92,MAC_ROB,LSU,299810
DE93,MAC_ROB,LSU,551620
DE94,MAC_ROB,LSU,2419390
DEA1,MAC_ROB,LSU,199200
DEA2,MAC_ROB,LSU,77890
DEA3,MAC_ROB,LSU,1066260
DEA4,MAC_ROB,LSU,404790
DEA5,MAC_ROB,LSU,215140
DEB1,MAC_ROB,LSU,41150
DEB2,MAC_ROB,LSU,56930
DEB3,MAC_ROB,LSU,18120
DEC0,MAC_ROB,LSU,10730
DED2,MAC_ROB,LSU,106890
DED4,MAC_ROB,LSU,125070
DED5,MAC_ROB,LSU,65940
DEE0,MAC_ROB,LSU,391520
DEF0,MAC_ROB,LSU,542320
DEG0,MAC_ROB,LSU,253810
DK,MAC_ROB,LSU,1813110
DK01,MAC_ROB,LSU,36760
DK02,MAC_ROB,LSU,146240
DK03,MAC_ROB,LSU,643560
DK04,MAC_ROB,LSU,561090
DK05,MAC_ROB,LSU,425460
EE,MAC_ROB,LSU,177530
EE00,MAC_ROB,LSU,177530
FI,MAC_ROB,LSU,630630
FI19,MAC_ROB,LSU,271670
FI1B,MAC_ROB,LSU,14520
FI1C,MAC_ROB,LSU,135160
FI1D,MAC_ROB,LSU,207040
FI20,MAC_ROB,LSU,2240
FR,MAC_ROB,LSU,8761490
FR10,MAC_ROB,LSU,12250
FRB0,MAC_ROB,LSU,268740
FRC1,MAC_ROB,LSU,298750
FRC2,MAC_ROB,LSU,307530
FRD1,MAC_ROB,LSU,789780
FRD2,MAC_ROB,LSU,210010
FRE1,MAC_ROB,LSU,365100
FRE2,MAC_ROB,LSU,208950
FRF1,MAC_ROB,LSU,98690
FRF2,MAC_ROB,LSU,253760
FRF3,MAC_ROB,LSU,400520
FRG0,MAC_ROB,LSU,1646280
FRH0,MAC_ROB,LSU,1851350
FRI1,MAC_ROB,LSU,270180
FRI2,MAC_ROB,LSU,188870
FRI3,MAC_ROB,LSU,352900
FRJ1,MAC_ROB,LSU,26860
FRJ2,MAC_ROB,LSU,390860
FRK1,MAC_ROB,LSU,412840
FRK2,MAC_ROB,LSU,366020
FRL0,MAC_ROB,LSU,28010
FRM0,MAC_ROB,LSU,2370
FRY1,MAC_ROB,LSU,1600
FRY2,MAC_ROB,LSU,
FRY3,MAC_ROB,LSU,
FRY4,MAC_ROB,LSU,7510
HR,MAC_ROB,LSU,245850
HR02,MAC_ROB,LSU,155510
HR03,MAC_ROB,LSU,9070
HR05,MAC_ROB,LSU,2440
HR06,MAC_ROB,LSU,78830
HU,MAC_ROB,LSU,501440
HU11,MAC_ROB,LSU,0
HU12,MAC_ROB,LSU,20510
HU21,MAC_ROB,LSU,73370
HU22,MAC_ROB,LSU,62910
HU23,MAC_ROB,LSU,102910
HU31,MAC_ROB,LSU,26080
HU32,MAC_ROB,LSU,116260
HU33,MAC_ROB,LSU,99400
IE,MAC_ROB,LSU,1593910
IE04,MAC_ROB,LSU,153520
IE05,MAC_ROB,LSU,951270
IE06,MAC_ROB,LSU,489120
LU,MAC_ROB,LSU,85480
LU00,MAC_ROB,LSU,85480
LV,MAC_ROB,LSU,200810
LV00,MAC_ROB,LSU,200810
MT,MAC_ROB,LSU,13800
MT00,MAC_ROB,LSU,13800
NL,MAC_ROB,LSU,4392430
NL11,MAC_ROB,LSU,172600
NL12,MAC_ROB,LSU,298400
NL13,MAC_ROB,LSU,183560
NL21,MAC_ROB,LSU,600180
NL22,MAC_ROB,LSU,781230
NL23,MAC_ROB,LSU,80220
NL32,MAC_ROB,LSU,75790
NL34,MAC_ROB,LSU,56200
NL35,MAC_ROB,LSU,144280
NL36,MAC_ROB,LSU,74710
NL41,MAC_ROB,LSU,1390140
NL42,MAC_ROB,LSU,535130
NO,MAC_ROB,LSU,655640
NO02,MAC_ROB,LSU,127030
NO06,MAC_ROB,LSU,138060
NO07,MAC_ROB,LSU,47920
NO08,MAC_ROB,LSU,80960
NO09,MAC_ROB,LSU,51310
NO0A,MAC_ROB,LSU,210360
PT,MAC_ROB,LSU,78900
PT11,MAC_ROB,LSU,31840
PT15,MAC_ROB,LSU,0
PT19,MAC_ROB,LSU,4760
PT1A,MAC_ROB,LSU,
PT1B,MAC_ROB,LSU,
PT1C,MAC_ROB,LSU,16750
PT1D,MAC_ROB,LSU,24150
PT20,MAC_ROB,LSU,800
RO,MAC_ROB,LSU,748720
RO11,MAC_ROB,LSU,170800
RO12,MAC_ROB,LSU,210820
RO21,MAC_ROB,LSU,125560
RO22,MAC_ROB,LSU,72870
RO31,MAC_ROB,LSU,80580
RO32,MAC_ROB,LSU,1480
RO41,MAC_ROB,LSU,31090
RO42,MAC_ROB,LSU,55520
SE,MAC_ROB,LSU,1150070
SE11,MAC_ROB,LSU,10190
SE12,MAC_ROB,LSU,251040
SE21,MAC_ROB,LSU,270170
SE22,MAC_ROB,LSU,223030
SE23,MAC_ROB,LSU,283580
SE31,MAC_ROB,LSU,50620
SE32,MAC_ROB,LSU,26260
SE33,MAC_ROB,LSU,35170
SK,MAC_ROB,LSU,156090
SK01,MAC_ROB,LSU,16790
SK02,MAC_ROB,LSU,85100
SK03,MAC_ROB,LSU,30790
SK04,MAC_ROB,LSU,23420
AT,MIS_USE,EUR,2641385480
AT11,MIS_USE,EUR,182218830
AT12,MIS_USE,EUR,925136360
AT13,MIS_USE,EUR,55707780
AT21,MIS_USE,EUR,103204600
AT22,MIS_USE,EUR,431920540
AT31,MIS_USE,EUR,692965270
AT32,MIS_USE,EUR,86156040
AT33,MIS_USE,EUR,120362270
AT34,MIS_USE,EUR,43713800
BE,MIS_USE,EUR,3994714750
BE10,MIS_USE,EUR,2830820
BE21,MIS_USE,EUR,1019280380
BE22,MIS_USE,EUR,407774840
BE23,MIS_USE,EUR,504443060
BE24,MIS_USE,EUR,182279700
BE25,MIS_USE,EUR,1003499510
BE31,MIS_USE,EUR,84237600
BE32,MIS_USE,EUR,249798020
BE33,MIS_USE,EUR,224981920
BE34,MIS_USE,EUR,124056370
BE35,MIS_USE,EUR,191532540
CY,MIS_USE,EUR,106705760
CY00,MIS_USE,EUR,106705760
CZ,MIS_USE,EUR,3139926300
CZ01,MIS_USE,EUR,8078160
CZ02,MIS_USE,EUR,568753820
CZ03,MIS_USE,EUR,477098550
CZ04,MIS_USE,EUR,203077170
CZ05,MIS_USE,EUR,653742320
CZ06,MIS_USE,EUR,818993570
CZ07,MIS_USE,EUR,306460640
CZ08,MIS_USE,EUR,103722060
DE,MIS_USE,EUR,23060763140
DE11,MIS_USE,EUR,519118650
DE12,MIS_USE,EUR,171281680
DE13,MIS_USE,EUR,296628640
DE14,MIS_USE,EUR,472503910
DE21,MIS_USE,EUR,658138660
DE22,MIS_USE,EUR,559753260
DE23,MIS_USE,EUR,324313140
DE24,MIS_USE,EUR,241092630
DE25,MIS_USE,EUR,294365950
DE26,MIS_USE,EUR,297210970
DE27,MIS_USE,EUR,485534880
DE30,MIS_USE,EUR,524900
DE40,MIS_USE,EUR,1110913930
DE50,MIS_USE,EUR,6600750
DE60,MIS_USE,EUR,29332970
DE71,MIS_USE,EUR,325692080
