geo,agr_inp,unit,value
DE72,MIS_USE,EUR,140694530
DE73,MIS_USE,EUR,305795510
DE80,MIS_USE,EUR,
DE91,MIS_USE,EUR,501957140
DE92,MIS_USE,EUR,835849560
DE93,MIS_USE,EUR,1635725250
DE94,MIS_USE,EUR,3020743820
DEA1,MIS_USE,EUR,740838610
DEA2,MIS_USE,EUR,443052890
DEA3,MIS_USE,EUR,
DEA4,MIS_USE,EUR,548622010
DEA5,MIS_USE,EUR,336702320
DEB1,MIS_USE,EUR,161728450
DEB2,MIS_USE,EUR,121490050
DEB3,MIS_USE,EUR,449177820
DEC0,MIS_USE,EUR,29953370
DED2,MIS_USE,EUR,600774370
DED4,MIS_USE,EUR,670075270
DED5,MIS_USE,EUR,393010330
DEE0,MIS_USE,EUR,1519371930
DEF0,MIS_USE,EUR,1374481070
DEG0,MIS_USE,EUR,921447350
DK,MIS_USE,EUR,6031719420
DK01,MIS_USE,EUR,151817670
DK02,MIS_USE,EUR,736501880
DK03,MIS_USE,EUR,1956718590
DK04,MIS_USE,EUR,1872568760
DK05,MIS_USE,EUR,1314112520
EE,MIS_USE,EUR,807522910
EE00,MIS_USE,EUR,807522910
FI,MIS_USE,EUR,2832134390
FI19,MIS_USE,EUR,1055737820
FI1B,MIS_USE,EUR,129741230
FI1C,MIS_USE,EUR,690528280
FI1D,MIS_USE,EUR,937476830
FI20,MIS_USE,EUR,18650230
FR,MIS_USE,EUR,58160758670
FR10,MIS_USE,EUR,981459560
FRB0,MIS_USE,EUR,3551167170
FRC1,MIS_USE,EUR,3301576750
FRC2,MIS_USE,EUR,1131205670
FRD1,MIS_USE,EUR,2507176870
FRD2,MIS_USE,EUR,1736031310
FRE1,MIS_USE,EUR,2572391990
FRE2,MIS_USE,EUR,2973332900
FRF1,MIS_USE,EUR,1151749280
FRF2,MIS_USE,EUR,4323270470
FRF3,MIS_USE,EUR,1450695470
FRG0,MIS_USE,EUR,6114001510
FRH0,MIS_USE,EUR,6906388180
FRI1,MIS_USE,EUR,4071368090
FRI2,MIS_USE,EUR,805197000
FRI3,MIS_USE,EUR,3581193910
FRJ1,MIS_USE,EUR,1835845710
FRJ2,MIS_USE,EUR,2701168920
FRK1,MIS_USE,EUR,1382204390
FRK2,MIS_USE,EUR,2568773430
FRL0,MIS_USE,EUR,1979950260
FRM0,MIS_USE,EUR,216222840
FRY1,MIS_USE,EUR,64098440
FRY2,MIS_USE,EUR,106689580
FRY3,MIS_USE,EUR,11095030
FRY4,MIS_USE,EUR,135487090
FRY5,MIS_USE,EUR,1016840
HR,MIS_USE,EUR,573022120
HR02,MIS_USE,EUR,408154460
HR03,MIS_USE,EUR,
HR05,MIS_USE,EUR,
HR06,MIS_USE,EUR,123437170
HU,MIS_USE,EUR,4483607540
HU11,MIS_USE,EUR,7305500
HU12,MIS_USE,EUR,227734940
HU21,MIS_USE,EUR,614023660
HU22,MIS_USE,EUR,581938340
HU23,MIS_USE,EUR,732873420
HU31,MIS_USE,EUR,376906480
HU32,MIS_USE,EUR,1017968990
HU33,MIS_USE,EUR,924856200
IE,MIS_USE,EUR,6896619790
IE04,MIS_USE,EUR,1175127280
IE05,MIS_USE,EUR,4000040780
IE06,MIS_USE,EUR,1721451720
LU,MIS_USE,EUR,
LU00,MIS_USE,EUR,
LV,MIS_USE,EUR,713043760
LV00,MIS_USE,EUR,713043760
MT,MIS_USE,EUR,18897130
MT00,MIS_USE,EUR,18897130
NL,MIS_USE,EUR,21847030150
NL11,MIS_USE,EUR,1042190020
NL12,MIS_USE,EUR,1711924980
NL13,MIS_USE,EUR,1171507340
NL21,MIS_USE,EUR,2041814750
NL22,MIS_USE,EUR,2779909500
NL23,MIS_USE,EUR,1195735370
NL32,MIS_USE,EUR,1555763450
NL34,MIS_USE,EUR,749249900
NL35,MIS_USE,EUR,634878730
NL36,MIS_USE,EUR,3141143810
NL41,MIS_USE,EUR,4213921460
NL42,MIS_USE,EUR,1608990830
NO,MIS_USE,EUR,3999741100
NO02,MIS_USE,EUR,750051660
NO06,MIS_USE,EUR,696298040
NO07,MIS_USE,EUR,254273990
NO08,MIS_USE,EUR,682368940
NO09,MIS_USE,EUR,456760450
NO0A,MIS_USE,EUR,1159988020
PT,MIS_USE,EUR,1563450120
PT11,MIS_USE,EUR,235233030
PT15,MIS_USE,EUR,
PT19,MIS_USE,EUR,186757240
PT1A,MIS_USE,EUR,43068840
PT1B,MIS_USE,EUR,10564150
PT1C,MIS_USE,EUR,493391440
PT1D,MIS_USE,EUR,403679940
PT20,MIS_USE,EUR,54970180
RO,MIS_USE,EUR,635828640
RO11,MIS_USE,EUR,43107310
RO12,MIS_USE,EUR,50983690
RO21,MIS_USE,EUR,112737550
RO22,MIS_USE,EUR,187086290
RO31,MIS_USE,EUR,160977570
RO32,MIS_USE,EUR,736690
RO41,MIS_USE,EUR,29277350
RO42,MIS_USE,EUR,50922180
SE,MIS_USE,EUR,4025956980
SE11,MIS_USE,EUR,66932440
SE12,MIS_USE,EUR,874158600
SE21,MIS_USE,EUR,761052030
SE22,MIS_USE,EUR,1037068980
SE23,MIS_USE,EUR,903930750
SE31,MIS_USE,EUR,188108830
SE32,MIS_USE,EUR,89987630
SE33,MIS_USE,EUR,104717720
SK,MIS_USE,EUR,936550590
SK01,MIS_USE,EUR,60900130
SK02,MIS_USE,EUR,527722320
SK03,MIS_USE,EUR,169809090
SK04,MIS_USE,EUR,178119040
AT,MIS_USE,HA,790530
AT11,MIS_USE,HA,70760
AT12,MIS_USE,HA,335580
AT13,MIS_USE,HA,2680
AT21,MIS_USE,HA,41320
AT22,MIS_USE,HA,85000
AT31,MIS_USE,HA,163550
AT32,MIS_USE,HA,30270
AT33,MIS_USE,HA,45100
AT34,MIS_USE,HA,16260
BE,MIS_USE,HA,412450
BE10,MIS_USE,HA,1120
BE21,MIS_USE,HA,37110
BE22,MIS_USE,HA,30020
BE23,MIS_USE,HA,40400
BE24,MIS_USE,HA,21070
BE25,MIS_USE,HA,59070
BE31,MIS_USE,HA,25180
BE32,MIS_USE,HA,57340
BE33,MIS_USE,HA,55420
BE34,MIS_USE,HA,36510
BE35,MIS_USE,HA,49210
CY,MIS_USE,HA,5470
CY00,MIS_USE,HA,5470
CZ,MIS_USE,HA,1513090
CZ01,MIS_USE,HA,6760
CZ02,MIS_USE,HA,255490
CZ03,MIS_USE,HA,282220
CZ04,MIS_USE,HA,116930
CZ05,MIS_USE,HA,278150
CZ06,MIS_USE,HA,336320
CZ07,MIS_USE,HA,158610
CZ08,MIS_USE,HA,78620
DE,MIS_USE,HA,7680140
DE11,MIS_USE,HA,149390
DE12,MIS_USE,HA,70210
DE13,MIS_USE,HA,91040
DE14,MIS_USE,HA,128330
DE21,MIS_USE,HA,187700
DE22,MIS_USE,HA,144650
DE23,MIS_USE,HA,107580
DE24,MIS_USE,HA,103000
DE25,MIS_USE,HA,98980
DE26,MIS_USE,HA,123650
DE27,MIS_USE,HA,139890
DE30,MIS_USE,HA,690
DE40,MIS_USE,HA,684720
DE50,MIS_USE,HA,2100
DE60,MIS_USE,HA,3460
DE71,MIS_USE,HA,100010
DE72,MIS_USE,HA,74300
DE73,MIS_USE,HA,134050
DE80,MIS_USE,HA,720830
DE91,MIS_USE,HA,228000
DE92,MIS_USE,HA,257440
DE93,MIS_USE,HA,386630
DE94,MIS_USE,HA,410800
DEA1,MIS_USE,HA,101840
DEA2,MIS_USE,HA,114090
DEA3,MIS_USE,HA,178190
DEA4,MIS_USE,HA,152460
DEA5,MIS_USE,HA,89150
DEB1,MIS_USE,HA,89900
DEB2,MIS_USE,HA,52590
DEB3,MIS_USE,HA,95910
DEC0,MIS_USE,HA,18440
DED2,MIS_USE,HA,296360
DED4,MIS_USE,HA,266800
DED5,MIS_USE,HA,180490
DEE0,MIS_USE,HA,784360
DEF0,MIS_USE,HA,420230
DEG0,MIS_USE,HA,491850
DK,MIS_USE,HA,1295380
DK01,MIS_USE,HA,42120
DK02,MIS_USE,HA,261250
DK03,MIS_USE,HA,383050
DK04,MIS_USE,HA,384300
DK05,MIS_USE,HA,224660
EE,MIS_USE,HA,656220
EE00,MIS_USE,HA,656220
FI,MIS_USE,HA,1648320
FI19,MIS_USE,HA,562480
FI1B,MIS_USE,HA,124750
FI1C,MIS_USE,HA,453060
FI1D,MIS_USE,HA,498930
FI20,MIS_USE,HA,9090
FR,MIS_USE,HA,21843020
FR10,MIS_USE,HA,503180
FRB0,MIS_USE,HA,1923920
FRC1,MIS_USE,HA,1538560
FRC2,MIS_USE,HA,566000
FRD1,MIS_USE,HA,937610
FRD2,MIS_USE,HA,665160
FRE1,MIS_USE,HA,674440
FRE2,MIS_USE,HA,1195430
FRF1,MIS_USE,HA,256860
FRF2,MIS_USE,HA,1395620
FRF3,MIS_USE,HA,904550
FRG0,MIS_USE,HA,1834230
FRH0,MIS_USE,HA,1327410
FRI1,MIS_USE,HA,934840
FRI2,MIS_USE,HA,634490
FRI3,MIS_USE,HA,1459200
FRJ1,MIS_USE,HA,625400
FRJ2,MIS_USE,HA,1785080
FRK1,MIS_USE,HA,1067110
FRK2,MIS_USE,HA,1006290
FRL0,MIS_USE,HA,499370
FRM0,MIS_USE,HA,75120
FRY1,MIS_USE,HA,5830
FRY2,MIS_USE,HA,10890
FRY3,MIS_USE,HA,4330
FRY4,MIS_USE,HA,12110
FRY5,MIS_USE,HA,40
HR,MIS_USE,HA,292220
HR02,MIS_USE,HA,230630
HR03,MIS_USE,HA,28780
HR05,MIS_USE,HA,820
HR06,MIS_USE,HA,31990
HU,MIS_USE,HA,2424080
HU11,MIS_USE,HA,1440
HU12,MIS_USE,HA,131400
HU21,MIS_USE,HA,321870
HU22,MIS_USE,HA,285250
HU23,MIS_USE,HA,404170
HU31,MIS_USE,HA,294020
HU32,MIS_USE,HA,463650
HU33,MIS_USE,HA,522290
IE,MIS_USE,HA,2952860
IE04,MIS_USE,HA,787020
IE05,MIS_USE,HA,1475790
IE06,MIS_USE,HA,690060
LU,MIS_USE,HA,76460
LU00,MIS_USE,HA,76460
LV,MIS_USE,HA,687710
LV00,MIS_USE,HA,687710
MT,MIS_USE,HA,910
MT00,MIS_USE,HA,910
NL,MIS_USE,HA,1402030
NL11,MIS_USE,HA,123250
NL12,MIS_USE,HA,195800
NL13,MIS_USE,HA,116350
NL21,MIS_USE,HA,157890
NL22,MIS_USE,HA,169610
NL23,MIS_USE,HA,73830
NL32,MIS_USE,HA,98080
NL34,MIS_USE,HA,80860
NL35,MIS_USE,HA,57980
NL36,MIS_USE,HA,92510
NL41,MIS_USE,HA,171230
NL42,MIS_USE,HA,64660
NO,MIS_USE,HA,980300
NO02,MIS_USE,HA,202210
NO06,MIS_USE,HA,163610
NO07,MIS_USE,HA,87580
NO08,MIS_USE,HA,203800
NO09,MIS_USE,HA,94280
NO0A,MIS_USE,HA,228810
PT,MIS_USE,HA,432060
PT11,MIS_USE,HA,43450
PT15,MIS_USE,HA,3570
PT19,MIS_USE,HA,27320
PT1A,MIS_USE,HA,5730
PT1B,MIS_USE,HA,1010
PT1C,MIS_USE,HA,266000
PT1D,MIS_USE,HA,78450
PT20,MIS_USE,HA,6530
RO,MIS_USE,HA,579310
RO11,MIS_USE,HA,40300
RO12,MIS_USE,HA,26300
RO21,MIS_USE,HA,101510
RO22,MIS_USE,HA,180920
RO31,MIS_USE,HA,145000
RO32,MIS_USE,HA,830
RO41,MIS_USE,HA,25150
RO42,MIS_USE,HA,59290
SE,MIS_USE,HA,1680750
SE11,MIS_USE,HA,38580
SE12,MIS_USE,HA,422100
SE21,MIS_USE,HA,284700
SE22,MIS_USE,HA,349830
SE23,MIS_USE,HA,363570
SE31,MIS_USE,HA,119930
SE32,MIS_USE,HA,48560
SE33,MIS_USE,HA,53480
SK,MIS_USE,HA,722250
SK01,MIS_USE,HA,32290
SK02,MIS_USE,HA,350090
SK03,MIS_USE,HA,149230
SK04,MIS_USE,HA,190640
AT,MIS_USE,HLD,19290
AT11,MIS_USE,HLD,830
AT12,MIS_USE,HLD,6460
AT13,MIS_USE,HLD,90
AT21,MIS_USE,HLD,1280
AT22,MIS_USE,HLD,3040
AT31,MIS_USE,HLD,4820
AT32,MIS_USE,HLD,880
AT33,MIS_USE,HLD,1460
AT34,MIS_USE,HLD,430
BE,MIS_USE,HLD,6790
BE10,MIS_USE,HLD,20
BE21,MIS_USE,HLD,900
BE22,MIS_USE,HLD,600
BE23,MIS_USE,HLD,950
BE24,MIS_USE,HLD,360
BE25,MIS_USE,HLD,1410
BE31,MIS_USE,HLD,230
BE32,MIS_USE,HLD,690
BE33,MIS_USE,HLD,720
BE34,MIS_USE,HLD,400
BE35,MIS_USE,HLD,500
CY,MIS_USE,HLD,360
CY00,MIS_USE,HLD,360
CZ,MIS_USE,HLD,4230
CZ01,MIS_USE,HLD,70
CZ02,MIS_USE,HLD,850
CZ03,MIS_USE,HLD,450
CZ04,MIS_USE,HLD,280
CZ05,MIS_USE,HLD,1010
CZ06,MIS_USE,HLD,990
CZ07,MIS_USE,HLD,310
CZ08,MIS_USE,HLD,270
DE,MIS_USE,HLD,57300
DE11,MIS_USE,HLD,2080
DE12,MIS_USE,HLD,710
DE13,MIS_USE,HLD,1330
DE14,MIS_USE,HLD,1780
DE21,MIS_USE,HLD,3330
DE22,MIS_USE,HLD,2430
DE23,MIS_USE,HLD,1680
DE24,MIS_USE,HLD,1390
DE25,MIS_USE,HLD,1360
DE26,MIS_USE,HLD,1430
DE27,MIS_USE,HLD,2220
DE30,MIS_USE,HLD,5
DE40,MIS_USE,HLD,1220
DE50,MIS_USE,HLD,20
DE60,MIS_USE,HLD,80
DE71,MIS_USE,HLD,1180
DE72,MIS_USE,HLD,780
DE73,MIS_USE,HLD,1450
DE80,MIS_USE,HLD,1350
DE91,MIS_USE,HLD,1330
DE92,MIS_USE,HLD,1900
DE93,MIS_USE,HLD,2710
DE94,MIS_USE,HLD,4330
DEA1,MIS_USE,HLD,1380
DEA2,MIS_USE,HLD,1200
DEA3,MIS_USE,HLD,3280
DEA4,MIS_USE,HLD,1970
DEA5,MIS_USE,HLD,1210
DEB1,MIS_USE,HLD,800
DEB2,MIS_USE,HLD,530
DEB3,MIS_USE,HLD,1060
DEC0,MIS_USE,HLD,140
DED2,MIS_USE,HLD,1580
DED4,MIS_USE,HLD,1800
DED5,MIS_USE,HLD,680
DEE0,MIS_USE,HLD,1560
DEF0,MIS_USE,HLD,2910
DEG0,MIS_USE,HLD,1080
DK,MIS_USE,HLD,4970
DK01,MIS_USE,HLD,210
DK02,MIS_USE,HLD,930
DK03,MIS_USE,HLD,1500
DK04,MIS_USE,HLD,1470
DK05,MIS_USE,HLD,860
EE,MIS_USE,HLD,3680
EE00,MIS_USE,HLD,3680
FI,MIS_USE,HLD,24230
FI19,MIS_USE,HLD,9030
FI1B,MIS_USE,HLD,1610
FI1C,MIS_USE,HLD,5880
FI1D,MIS_USE,HLD,7510
FI20,MIS_USE,HLD,210
FR,MIS_USE,HLD,216090
FR10,MIS_USE,HLD,3230
FRB0,MIS_USE,HLD,12970
FRC1,MIS_USE,HLD,11150
FRC2,MIS_USE,HLD,4500
FRD1,MIS_USE,HLD,8580
FRD2,MIS_USE,HLD,5370
FRE1,MIS_USE,HLD,7420
FRE2,MIS_USE,HLD,8740
FRF1,MIS_USE,HLD,4780
FRF2,MIS_USE,HLD,14060
FRF3,MIS_USE,HLD,5350
FRG0,MIS_USE,HLD,17680
FRH0,MIS_USE,HLD,17360
FRI1,MIS_USE,HLD,14360
FRI2,MIS_USE,HLD,5570
FRI3,MIS_USE,HLD,12610
FRJ1,MIS_USE,HLD,11200
FRJ2,MIS_USE,HLD,18130
FRK1,MIS_USE,HLD,9480
FRK2,MIS_USE,HLD,13690
FRL0,MIS_USE,HLD,7040
FRM0,MIS_USE,HLD,1100
FRY1,MIS_USE,HLD,400
FRY2,MIS_USE,HLD,360
FRY3,MIS_USE,HLD,90
FRY4,MIS_USE,HLD,880
FRY5,MIS_USE,HLD,10
HR,MIS_USE,HLD,13780
HR02,MIS_USE,HLD,8760
HR03,MIS_USE,HLD,2720
HR05,MIS_USE,HLD,130
HR06,MIS_USE,HLD,2170
HU,MIS_USE,HLD,17050
HU11,MIS_USE,HLD,40
HU12,MIS_USE,HLD,1130
HU21,MIS_USE,HLD,2350
HU22,MIS_USE,HLD,1740
HU23,MIS_USE,HLD,2330
HU31,MIS_USE,HLD,2340
HU32,MIS_USE,HLD,3490
HU33,MIS_USE,HLD,3630
IE,MIS_USE,HLD,46570
IE04,MIS_USE,HLD,15960
IE05,MIS_USE,HLD,21240
IE06,MIS_USE,HLD,9380
LU,MIS_USE,HLD,720
LU00,MIS_USE,HLD,720
LV,MIS_USE,HLD,4080
LV00,MIS_USE,HLD,4080
MT,MIS_USE,HLD,650
MT00,MIS_USE,HLD,650
NL,MIS_USE,HLD,28690
NL11,MIS_USE,HLD,1480
NL12,MIS_USE,HLD,2860
NL13,MIS_USE,HLD,1580
NL21,MIS_USE,HLD,3900
NL22,MIS_USE,HLD,4540
NL23,MIS_USE,HLD,1120
NL32,MIS_USE,HLD,1820
NL34,MIS_USE,HLD,1280
NL35,MIS_USE,HLD,1420
NL36,MIS_USE,HLD,2380
NL41,MIS_USE,HLD,4700
NL42,MIS_USE,HLD,1610
NO,MIS_USE,HLD,36800
NO02,MIS_USE,HLD,6610
NO06,MIS_USE,HLD,5240
NO07,MIS_USE,HLD,2800
NO08,MIS_USE,HLD,5930
NO09,MIS_USE,HLD,4240
NO0A,MIS_USE,HLD,11970
PT,MIS_USE,HLD,5470
PT11,MIS_USE,HLD,2580
PT15,MIS_USE,HLD,120
PT19,MIS_USE,HLD,760
PT1A,MIS_USE,HLD,50
PT1B,MIS_USE,HLD,30
PT1C,MIS_USE,HLD,1140
PT1D,MIS_USE,HLD,580
PT20,MIS_USE,HLD,220
RO,MIS_USE,HLD,10850
RO11,MIS_USE,HLD,960
RO12,MIS_USE,HLD,1770
RO21,MIS_USE,HLD,1530
RO22,MIS_USE,HLD,920
RO31,MIS_USE,HLD,950
RO32,MIS_USE,HLD,30
RO41,MIS_USE,HLD,4030
RO42,MIS_USE,HLD,670
SE,MIS_USE,HLD,16190
SE11,MIS_USE,HLD,400
SE12,MIS_USE,HLD,3210
SE21,MIS_USE,HLD,2800
SE22,MIS_USE,HLD,2920
SE23,MIS_USE,HLD,3920
SE31,MIS_USE,HLD,1530
SE32,MIS_USE,HLD,670
SE33,MIS_USE,HLD,740
SK,MIS_USE,HLD,1110
SK01,MIS_USE,HLD,50
SK02,MIS_USE,HLD,430
SK03,MIS_USE,HLD,300
SK04,MIS_USE,HLD,340
AT,MIS_USE,LSU,728480
AT11,MIS_USE,LSU,13070
AT12,MIS_USE,LSU,193860
AT13,MIS_USE,LSU,40
AT21,MIS_USE,LSU,41850
AT22,MIS_USE,LSU,144000
AT31,MIS_USE,LSU,260360
AT32,MIS_USE,LSU,29790
AT33,MIS_USE,LSU,30290
AT34,MIS_USE,LSU,15220
BE,MIS_USE,LSU,1446960
BE10,MIS_USE,LSU,
BE21,MIS_USE,LSU,357290
BE22,MIS_USE,LSU,101700
BE23,MIS_USE,LSU,200590
BE24,MIS_USE,LSU,49060
BE25,MIS_USE,LSU,442400
BE31,MIS_USE,LSU,9260
BE32,MIS_USE,LSU,76620
BE33,MIS_USE,LSU,72900
BE34,MIS_USE,LSU,64560
BE35,MIS_USE,LSU,72600
CY,MIS_USE,LSU,40540
CY00,MIS_USE,LSU,40540
CZ,MIS_USE,LSU,749950
CZ01,MIS_USE,LSU,1010
CZ02,MIS_USE,LSU,134430
CZ03,MIS_USE,LSU,152460
CZ04,MIS_USE,LSU,47490
CZ05,MIS_USE,LSU,146930
CZ06,MIS_USE,LSU,179730
CZ07,MIS_USE,LSU,58390
CZ08,MIS_USE,LSU,29510
DE,MIS_USE,LSU,6576530
DE11,MIS_USE,LSU,149600
DE12,MIS_USE,LSU,25870
DE13,MIS_USE,LSU,56990
DE14,MIS_USE,LSU,147170
DE21,MIS_USE,LSU,186670
DE22,MIS_USE,LSU,165630
DE23,MIS_USE,LSU,107240
DE24,MIS_USE,LSU,72240
DE25,MIS_USE,LSU,107630
DE26,MIS_USE,LSU,43290
DE27,MIS_USE,LSU,153430
DE30,MIS_USE,LSU,150
DE40,MIS_USE,LSU,249770
DE50,MIS_USE,LSU,2470
DE60,MIS_USE,LSU,1090
DE71,MIS_USE,LSU,38030
DE72,MIS_USE,LSU,43070
DE73,MIS_USE,LSU,102820
DE80,MIS_USE,LSU,281120
DE91,MIS_USE,LSU,39890
DE92,MIS_USE,LSU,209630
DE93,MIS_USE,LSU,437780
DE94,MIS_USE,LSU,1410620
DEA1,MIS_USE,LSU,134540
DEA2,MIS_USE,LSU,53500
DEA3,MIS_USE,LSU,553700
DEA4,MIS_USE,LSU,207660
DEA5,MIS_USE,LSU,126110
DEB1,MIS_USE,LSU,33860
DEB2,MIS_USE,LSU,39540
DEB3,MIS_USE,LSU,12770
DEC0,MIS_USE,LSU,9710
DED2,MIS_USE,LSU,141650
DED4,MIS_USE,LSU,196350
DED5,MIS_USE,LSU,83980
DEE0,MIS_USE,LSU,314480
DEF0,MIS_USE,LSU,447740
DEG0,MIS_USE,LSU,188740
DK,MIS_USE,LSU,2099210
DK01,MIS_USE,LSU,49020
DK02,MIS_USE,LSU,181340
DK03,MIS_USE,LSU,684060
DK04,MIS_USE,LSU,665340
DK05,MIS_USE,LSU,519440
EE,MIS_USE,LSU,232670
EE00,MIS_USE,LSU,232670
FI,MIS_USE,LSU,755950
FI19,MIS_USE,LSU,302900
FI1B,MIS_USE,LSU,15590
FI1C,MIS_USE,LSU,168730
FI1D,MIS_USE,LSU,264750
FI20,MIS_USE,LSU,3980
FR,MIS_USE,LSU,16433530
FR10,MIS_USE,LSU,34190
FRB0,MIS_USE,LSU,522520
FRC1,MIS_USE,LSU,798480
FRC2,MIS_USE,LSU,434720
FRD1,MIS_USE,LSU,1098630
FRD2,MIS_USE,LSU,413530
FRE1,MIS_USE,LSU,599130
FRE2,MIS_USE,LSU,369600
FRF1,MIS_USE,LSU,210220
FRF2,MIS_USE,LSU,417740
FRF3,MIS_USE,LSU,563110
FRG0,MIS_USE,LSU,2685180
FRH0,MIS_USE,LSU,3521370
FRI1,MIS_USE,LSU,575700
FRI2,MIS_USE,LSU,623300
FRI3,MIS_USE,LSU,703550
FRJ1,MIS_USE,LSU,158800
FRJ2,MIS_USE,LSU,906990
FRK1,MIS_USE,LSU,902420
FRK2,MIS_USE,LSU,714830
FRL0,MIS_USE,LSU,96430
FRM0,MIS_USE,LSU,24270
FRY1,MIS_USE,LSU,5620
FRY2,MIS_USE,LSU,8060
FRY3,MIS_USE,LSU,
FRY4,MIS_USE,LSU,39810
FRY5,MIS_USE,LSU,
HR,MIS_USE,LSU,167930
HR02,MIS_USE,LSU,99070
HR03,MIS_USE,LSU,12560
HR05,MIS_USE,LSU,180
HR06,MIS_USE,LSU,56130
HU,MIS_USE,LSU,1393760
HU11,MIS_USE,LSU,
HU12,MIS_USE,LSU,
HU21,MIS_USE,LSU,182010
HU22,MIS_USE,LSU,183350
HU23,MIS_USE,LSU,212880
HU31,MIS_USE,LSU,89880
HU32,MIS_USE,LSU,383060
HU33,MIS_USE,LSU,291130
IE,MIS_USE,LSU,4778930
IE04,MIS_USE,LSU,1044840
IE05,MIS_USE,LSU,2562210
IE06,MIS_USE,LSU,1171880
LU,MIS_USE,LSU,101270
LU00,MIS_USE,LSU,101270
LV,MIS_USE,LSU,162100
LV00,MIS_USE,LSU,162100
MT,MIS_USE,LSU,7030
MT00,MIS_USE,LSU,7030
NL,MIS_USE,LSU,5178220
NL11,MIS_USE,LSU,219360
NL12,MIS_USE,LSU,469680
NL13,MIS_USE,LSU,245770
NL21,MIS_USE,LSU,739950
NL22,MIS_USE,LSU,910380
NL23,MIS_USE,LSU,96620
NL32,MIS_USE,LSU,133360
NL34,MIS_USE,LSU,63230
NL35,MIS_USE,LSU,198350
NL36,MIS_USE,LSU,139520
NL41,MIS_USE,LSU,1451660
NL42,MIS_USE,LSU,510330
NO,MIS_USE,LSU,1226790
NO02,MIS_USE,LSU,233010
NO06,MIS_USE,LSU,238750
NO07,MIS_USE,LSU,100140
NO08,MIS_USE,LSU,130080
NO09,MIS_USE,LSU,97280
NO0A,MIS_USE,LSU,427530
PT,MIS_USE,LSU,467360
PT11,MIS_USE,LSU,61870
PT15,MIS_USE,LSU,
PT19,MIS_USE,LSU,72590
PT1A,MIS_USE,LSU,3890
PT1B,MIS_USE,LSU,150
PT1C,MIS_USE,LSU,87330
PT1D,MIS_USE,LSU,217860
PT20,MIS_USE,LSU,23510
RO,MIS_USE,LSU,115810
RO11,MIS_USE,LSU,10710
RO12,MIS_USE,LSU,18920
RO21,MIS_USE,LSU,13970
RO22,MIS_USE,LSU,36460
RO31,MIS_USE,LSU,29500
RO32,MIS_USE,LSU,
RO41,MIS_USE,LSU,3280
RO42,MIS_USE,LSU,2930
SE,MIS_USE,LSU,1089530
SE11,MIS_USE,LSU,8550
SE12,MIS_USE,LSU,237230
SE21,MIS_USE,LSU,266400
SE22,MIS_USE,LSU,207060
SE23,MIS_USE,LSU,258520
SE31,MIS_USE,LSU,57200
SE32,MIS_USE,LSU,27740
SE33,MIS_USE,LSU,26830
SK,MIS_USE,LSU,220190
SK01,MIS_USE,LSU,15110
SK02,MIS_USE,LSU,98160
SK03,MIS_USE,LSU,59050
SK04,MIS_USE,LSU,47880
AT,TOTAL,EUR,7353132590
AT11,TOTAL,EUR,450436330
AT12,TOTAL,EUR,2332427320
AT13,TOTAL,EUR,122340390
AT21,TOTAL,EUR,387173720
AT22,TOTAL,EUR,1314390770
AT31,TOTAL,EUR,1852215230
AT32,TOTAL,EUR,340876820
AT33,TOTAL,EUR,402096680
AT34,TOTAL,EUR,151175330
BE,TOTAL,EUR,9434899550
BE10,TOTAL,EUR,7245820
BE21,TOTAL,EUR,1705887930
BE22,TOTAL,EUR,849136210
BE23,TOTAL,EUR,1414345490
BE24,TOTAL,EUR,472723780
BE25,TOTAL,EUR,2410827990
BE31,TOTAL,EUR,229150160
BE32,TOTAL,EUR,792594190
BE33,TOTAL,EUR,614160650
BE34,TOTAL,EUR,425704540
BE35,TOTAL,EUR,513122790
CY,TOTAL,EUR,862157470
CY00,TOTAL,EUR,862157470
CZ,TOTAL,EUR,6552523900
CZ01,TOTAL,EUR,21987060
CZ02,TOTAL,EUR,1168758040
CZ03,TOTAL,EUR,1054358160
CZ04,TOTAL,EUR,419052220
CZ05,TOTAL,EUR,1128039430
CZ06,TOTAL,EUR,1790613120
CZ07,TOTAL,EUR,677992380
CZ08,TOTAL,EUR,291723480
DE,TOTAL,EUR,50334399350
DE11,TOTAL,EUR,1454471140
DE12,TOTAL,EUR,475914180
DE13,TOTAL,EUR,1036929510
DE14,TOTAL,EUR,1724856550
DE21,TOTAL,EUR,2348304300
DE22,TOTAL,EUR,1765947800
DE23,TOTAL,EUR,1080921720
DE24,TOTAL,EUR,667141720
DE25,TOTAL,EUR,866682040
DE26,TOTAL,EUR,785494980
DE27,TOTAL,EUR,1628272550
DE30,TOTAL,EUR,4191570
DE40,TOTAL,EUR,2044041060
DE50,TOTAL,EUR,18796580
DE60,TOTAL,EUR,146131160
DE71,TOTAL,EUR,630374770
DE72,TOTAL,EUR,326018950
DE73,TOTAL,EUR,655797810
DE80,TOTAL,EUR,
DE91,TOTAL,EUR,846810510
DE92,TOTAL,EUR,
DE93,TOTAL,EUR,3192072890
DE94,TOTAL,EUR,6256952770
DEA1,TOTAL,EUR,1726882360
DEA2,TOTAL,EUR,1004226720
DEA3,TOTAL,EUR,
DEA4,TOTAL,EUR,1200355240
