DATAFLOW,LAST UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2013,76.11,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2014,81.76,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2015,80.26,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2016,87.08,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2017,88.73,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2018,90.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2019,92.01,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2020,96.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2021,98.06,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2022,96.67,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2023,96.95,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2024,97.97,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,IT,2025,99.05,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2004,17.79,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2005,13.45,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2006,39.49,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2007,57.04,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2008,67.32,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2009,65.96,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2010,76.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2011,69.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2012,78.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2013,80.05,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2014,84.96,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2015,91.08,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2016,96.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2017,97.65,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2018,96.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2019,97.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2020,98.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2021,97.33,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2022,99.19,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2023,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2024,99.87,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LT,2025,98.77,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2002,53.84,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2003,63.67,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2004,0,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2005,56.47,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2006,81.54,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2007,78.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2008,94.36,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2009,93.22,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2010,91.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2011,95.75,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2012,94.07,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2013,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2014,96.43,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2015,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2016,94.36,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2017,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2018,87.65,b,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2019,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2020,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2021,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2022,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2023,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2024,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LU,2025,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2004,17.94,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2005,29.29,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2006,36.79,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2007,49.39,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2008,57.14,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2009,70.13,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2010,77.97,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2011,82.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2012,78.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2013,86.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2014,93.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2015,81.59,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2016,88.43,b,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2017,90.56,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2018,96.31,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2019,98.33,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2020,98.92,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2021,95.09,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2022,97.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2023,97.16,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2024,97.89,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,LV,2025,97.79,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2012,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2017,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2018,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2019,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2020,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2021,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2022,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2023,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2024,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,ME,2025,89.91,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2004,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2008,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2009,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2010,52.39,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2012,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2013,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2014,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2015,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2016,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2017,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2018,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2019,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2020,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2021,77.76,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2024,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MK,2025,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2008,68.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2009,84.29,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2010,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2011,76.16,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2012,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2013,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2014,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2015,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2016,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2017,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2018,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2019,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2020,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2021,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2022,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2023,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2024,97.95,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,MT,2025,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2005,78.77,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2006,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2008,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2009,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2010,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2011,99.35,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2012,93.71,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2013,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2014,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2015,95.04,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2016,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2017,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2018,98.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2019,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2020,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2021,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2022,96.81,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2023,98.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2024,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NL,2025,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2003,56.19,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2004,67.19,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2005,68.84,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2006,72.63,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2007,79.91,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2008,95.08,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2009,95.10,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2010,94.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2011,98.61,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2012,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2013,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2014,96.68,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2015,92.67,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2016,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2017,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2018,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2019,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2020,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2021,98.10,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2022,100.00,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2023,98.63,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2024,95.31,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,NO,2025,95.77,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2004,27.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2005,33.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2006,37.91,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2007,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2008,,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2009,61.78,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2010,67.42,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2011,77.68,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2012,81.99,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2013,85.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2014,88.36,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2015,94.94,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2016,96.74,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2017,94.04,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2018,97.24,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2019,97.57,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2020,96.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2021,96.70,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2022,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2023,98.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2024,99.37,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PL,2025,100.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2003,28.75,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2004,28.51,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2005,36.43,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2006,36.15,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2007,50.66,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2008,64.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2009,64.96,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2010,71.68,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2011,73.17,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2012,79.72,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2013,81.98,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2014,87.35,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2015,90.31,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2016,92.52,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2017,98.64,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2018,97.36,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2019,92.53,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2020,98.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2021,98.58,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2022,99.27,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2023,98.95,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2024,97.77,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,PT,2025,98.00,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2006,15.11,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2007,14.23,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2008,22.83,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2009,28.68,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2010,47.97,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2011,54.88,,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2012,64.93,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2013,66.02,u,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2014,82.54,bu,
ESTAT:ISOC_CI_IN_H(1.0),25/06/26 23:00:00,A,PC_HH,A1_DCH,RO,2015,66.01,,
