DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2012,85.78,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2013,88.41,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2014,90.44,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2015,91.32,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2016,92.69,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2017,94.14,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2018,94.72,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2019,94.97,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2020,96.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2021,93.12,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2022,93.79,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2023,93.38,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2024,94.84,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEB,2025,92.61,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2006,67.46,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2007,77.17,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2008,74.87,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2009,77.44,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2010,79.20,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2011,76.40,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2012,78.32,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2013,84.68,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2014,90.33,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2015,92.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2016,90.34,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2017,89.36,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2018,94.52,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2019,95.68,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2020,96.53,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2021,91.93,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2022,91.71,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2023,87.61,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2024,95.13,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEC,2025,93.99,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2006,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2007,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2008,64.24,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2009,64.52,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2010,77.18,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2011,75.74,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2012,78.40,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2013,82.09,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2014,85.83,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2015,83.23,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2016,91.69,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2017,87.61,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2018,92.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2019,92.41,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2020,94.23,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2021,91.92,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2022,90.87,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2023,92.33,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2024,91.19,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DED,2025,91.84,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2006,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2007,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2008,65.91,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2009,76.09,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2010,75.76,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2011,78.52,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2012,81.29,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2013,85.07,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2014,86.35,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2015,87.60,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2016,89.13,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2017,91.33,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2018,91.79,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2019,95.27,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2020,97.69,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2021,84.19,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2022,89.03,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2023,87.83,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2024,88.85,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEE,2025,87.82,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2006,71.06,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2007,73.57,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2008,72.53,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2009,84.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2010,85.64,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2011,84.43,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2012,84.80,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2013,90.07,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2014,91.50,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2015,91.72,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2016,93.06,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2017,91.46,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2018,96.26,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2019,96.05,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2020,96.01,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2021,94.07,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2022,93.96,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2023,85.90,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2024,92.51,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEF,2025,92.88,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2006,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2007,,u,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2008,70.91,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2009,79.06,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2010,83.61,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2011,82.32,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2012,87.72,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2013,89.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2014,88.05,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2015,90.51,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2016,90.79,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2017,92.76,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2018,95.75,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2019,94.16,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2020,94.90,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2021,88.52,b,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2022,86.55,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2023,89.47,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2024,89.02,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DEG,2025,89.02,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2006,78.73,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2007,78.05,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2008,81.88,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2009,82.53,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2010,86.10,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2011,90.08,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2012,92.00,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2013,92.71,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2014,93.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2015,91.74,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2016,94.34,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2017,97.00,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2018,92.66,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2019,95.43,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2020,95.27,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2021,96.14,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2022,95.16,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2023,96.09,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2024,96.92,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK,2025,97.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2008,81.88,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2009,82.53,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2010,86.10,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2011,90.08,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2012,92.00,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2013,92.71,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2014,93.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2015,91.74,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2016,94.34,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2017,97.00,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2018,92.66,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2019,95.43,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2020,95.27,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2021,96.14,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2022,95.16,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2023,96.09,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2024,96.92,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK0,2025,97.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2008,85.52,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2009,85.68,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2010,89.10,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2011,92.62,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2012,94.34,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2013,94.10,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2014,95.11,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2015,91.19,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2016,95.08,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2017,98.08,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2018,92.69,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2019,95.33,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2020,95.67,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2021,97.07,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2022,95.95,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2023,98.00,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2024,96.92,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK01,2025,97.75,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2008,79.77,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2009,78.54,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2010,82.42,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2011,89.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2012,90.20,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2013,89.40,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2014,92.69,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2015,93.21,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2016,94.62,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2017,96.09,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2018,91.13,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2019,94.74,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2020,94.48,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2021,94.64,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2022,95.49,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2023,92.78,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2024,97.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK02,2025,97.06,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2008,80.16,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2009,79.28,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2010,86.06,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2011,85.96,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2012,88.92,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2013,91.33,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2014,90.29,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2015,93.53,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2016,91.73,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2017,97.34,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2018,91.79,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2019,95.32,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2020,95.63,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2021,95.57,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2022,94.54,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2023,95.71,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2024,95.56,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK03,2025,97.52,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2008,82.88,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2009,83.47,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2010,85.81,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2011,91.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2012,94.39,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2013,93.79,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2014,94.23,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2015,90.89,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2016,95.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2017,96.35,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2018,93.90,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2019,96.24,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2020,95.83,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2021,97.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2022,94.43,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2023,96.45,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2024,97.94,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK04,2025,97.55,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2008,75.22,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2009,82.75,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2010,82.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2011,89.90,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2012,89.54,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2013,93.44,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2014,90.76,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2015,89.73,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2016,95.15,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2017,95.40,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2018,93.95,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2019,95.17,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2020,93.18,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2021,93.93,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2022,95.11,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2023,94.67,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2024,97.10,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,DK05,2025,96.12,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2006,45.18,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2007,52.20,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2008,57.35,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2009,61.85,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2010,66.89,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2011,69.39,,
ESTAT:ISOC_R_IACC_H(1.0),25/06/26 23:00:00,A,PC_HH,EE,2012,73.82,,
